url,label
/products?session=xyz,0
/javascript:alert(1),1
/| whoami,1
/| whoami,1
/dashboard?q=search,0
/home,0
/about?q=&& netstat -an,1
/login?category=books,0
/contact,0
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/about?q=; cat /etc/passwd,1
/..\..\windows\system32\cmd.exe,1
/images/logo.png?page=1,0
/images/logo.png?session=xyz,0
/api/user?id=4681,0
/api/user?id=3523,0
/products?session=xyz,0
/products?session=xyz,0
/about,0
/assets/style.css,0
/&& netstat -an,1
/about?q=&& netstat -an,1
/| whoami,1
/contact?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/login?q=..\..\windows\system32\cmd.exe,1
/assets/style.css?q=../../../../etc/passwd,1
/home?q=%00%00%00,1
/products?page=1,0
/login?category=books,0
/images/logo.png?id=9661,0
/javascript:alert(1),1
"/images/logo.png?q=UNION SELECT user, password FROM users",1
/contact?page=1,0
"/UNION SELECT user, password FROM users",1
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/admin' --,1
/api/user?category=books,0
/products?q=..\..\windows\system32\cmd.exe,1
/dashboard?category=books,0
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/api/user?q=search,0
/login?category=books,0
/api/user?page=1,0
/images/logo.png?category=books,0
/contact?id=5103,0
/javascript:alert(1),1
/admin' --,1
/products?category=books,0
/dashboard?q=; DROP TABLE students,1
/products?id=801,0
/assets/style.css,0
/' OR 1=1 --,1
/' OR '1'='1,1
/assets/style.css?id=7345,0
/assets/style.css,0
/about?q=$$$$$$$$$$$$,1
/; DROP TABLE students,1
/javascript:alert(1),1
/api/user,0
/assets/style.css?q=' OR 1=1 --,1
/about?id=7214,0
/contact?q=<script>alert(1)</script>,1
/' OR 1=1 --,1
/<img src=x onerror=alert('hacked')>,1
/contact?session=xyz,0
/images/logo.png?page=1,0
/assets/style.css?q=<img src=x onerror=alert('hacked')>,1
/about?q=' OR '1'='1,1
/products,0
/about?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/../../../../etc/passwd,1
/..\..\windows\system32\cmd.exe,1
/about?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/about?session=xyz,0
/dashboard?q=%00%00%00,1
/contact?q=search,0
/; cat /etc/passwd,1
/; cat /etc/passwd,1
/contact?q=admin' --,1
/images/logo.png?page=1,0
/<script>alert(1)</script>,1
/dashboard?q=..\..\windows\system32\cmd.exe,1
/&& netstat -an,1
/images/logo.png?q=..\..\windows\system32\cmd.exe,1
/; cat /etc/passwd,1
/assets/style.css?session=xyz,0
/home?id=7698,0
/dashboard?category=books,0
/dashboard,0
/products?session=xyz,0
/admin' --,1
/assets/style.css?id=3431,0
/..\..\windows\system32\cmd.exe,1
/dashboard?q=' OR 1=1 --,1
/admin' --,1
/assets/style.css?q=&& netstat -an,1
/products?id=956,0
/| whoami,1
/api/user?session=xyz,0
/about,0
/images/logo.png?id=9798,0
/images/logo.png?q=<script>alert(1)</script>,1
/login?q=search,0
/home?q=' OR '1'='1,1
/home,0
/login?q=search,0
/' OR '1'='1,1
/assets/style.css?q=admin' --,1
/contact?q=&& netstat -an,1
/api/user?q=| whoami,1
/images/logo.png?id=9176,0
/..\..\windows\system32\cmd.exe,1
/assets/style.css?session=xyz,0
/products?q=search,0
/images/logo.png?q=javascript:alert(1),1
/products?q=search,0
/products?category=books,0
/assets/style.css,0
/<script>alert(1)</script>,1
/; cat /etc/passwd,1
/dashboard?q=javascript:alert(1),1
/..\..\windows\system32\cmd.exe,1
/images/logo.png?q=%00%00%00,1
/images/logo.png,0
/login?category=books,0
/images/logo.png?q=search,0
/%00%00%00,1
/api/user?q=; DROP TABLE students,1
/about?page=1,0
/dashboard?q=search,0
/images/logo.png?id=1018,0
/dashboard?category=books,0
/images/logo.png?q=search,0
/dashboard?category=books,0
/assets/style.css?q=| whoami,1
/&& netstat -an,1
/&& netstat -an,1
/login?id=9534,0
/<script>alert(1)</script>,1
/dashboard?id=151,0
/assets/style.css,0
/<script>alert(1)</script>,1
/contact?id=3673,0
/images/logo.png?q=&& netstat -an,1
/; cat /etc/passwd,1
/login?q=search,0
/about?q=search,0
/..\..\windows\system32\cmd.exe,1
/home?session=xyz,0
/login?category=books,0
/about?page=1,0
/images/logo.png?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/contact?page=1,0
/javascript:alert(1),1
/home?q=' OR '1'='1,1
/api/user?q=<script>alert(1)</script>,1
/admin' --,1
/javascript:alert(1),1
/assets/style.css?q=| whoami,1
/&& netstat -an,1
/login?q=<script>alert(1)</script>,1
/dashboard?q=<img src=x onerror=alert('hacked')>,1
/| whoami,1
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/dashboard?q=javascript:alert(1),1
/contact?category=books,0
/; DROP TABLE students,1
/home?q=search,0
/contact?session=xyz,0
/javascript:alert(1),1
/dashboard?q=search,0
/home?session=xyz,0
/home?q=| whoami,1
/assets/style.css?session=xyz,0
/api/user,0
/contact?page=1,0
/<script>alert(1)</script>,1
/products?q=<img src=x onerror=alert('hacked')>,1
/javascript:alert(1),1
/login?q=javascript:alert(1),1
/login,0
/home?session=xyz,0
/home?q=search,0
/..\..\windows\system32\cmd.exe,1
/home?id=5631,0
/login?q=$$$$$$$$$$$$,1
/contact?session=xyz,0
/api/user?q=..\..\windows\system32\cmd.exe,1
/about?q=' OR 1=1 --,1
/' OR '1'='1,1
/contact?id=6739,0
/products?q=' OR '1'='1,1
/images/logo.png?page=1,0
/assets/style.css?q=<script>alert(1)</script>,1
/dashboard?q=&& netstat -an,1
/dashboard?session=xyz,0
/contact?category=books,0
/assets/style.css?q=search,0
/../../../../etc/passwd,1
/dashboard?page=1,0
/dashboard?q=<script>alert(1)</script>,1
/login?id=3646,0
/home?q=../../../../etc/passwd,1
/images/logo.png?category=books,0
/assets/style.css?category=books,0
/admin' --,1
/contact,0
/login,0
/home?q=admin' --,1
/login,0
/%00%00%00,1
/' OR '1'='1,1
/dashboard?q=$$$$$$$$$$$$,1
/about?category=books,0
/dashboard?session=xyz,0
/home?q=search,0
/contact?id=6276,0
/dashboard,0
"/assets/style.css?q=UNION SELECT user, password FROM users",1
/products,0
/assets/style.css?id=8326,0
/<img src=x onerror=alert('hacked')>,1
/about,0
/; cat /etc/passwd,1
/home?session=xyz,0
/assets/style.css,0
/<img src=x onerror=alert('hacked')>,1
/images/logo.png?id=2319,0
/$$$$$$$$$$$$,1
/images/logo.png?category=books,0
/login,0
/login?session=xyz,0
/dashboard?page=1,0
/contact,0
/login?q=' OR 1=1 --,1
/products?q=' OR '1'='1,1
/about?id=4012,0
/products?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/../../../../etc/passwd,1
/&& netstat -an,1
/../../../../etc/passwd,1
/about?page=1,0
/products?q=&& netstat -an,1
/login?session=xyz,0
/about?q=&& netstat -an,1
/javascript:alert(1),1
/home?session=xyz,0
/dashboard?session=xyz,0
/about?q=javascript:alert(1),1
/login?session=xyz,0
/assets/style.css?page=1,0
/..\..\windows\system32\cmd.exe,1
/' OR '1'='1,1
"/UNION SELECT user, password FROM users",1
/assets/style.css?q=../../../../etc/passwd,1
/api/user?page=1,0
/login?page=1,0
/images/logo.png?q=../../../../etc/passwd,1
/products?q=' OR 1=1 --,1
/about?q=search,0
/products?q=; cat /etc/passwd,1
/dashboard?id=7260,0
/admin' --,1
/images/logo.png?page=1,0
/about,0
/assets/style.css?session=xyz,0
/<script>alert(1)</script>,1
/about?session=xyz,0
/images/logo.png,0
/home?session=xyz,0
/<img src=x onerror=alert('hacked')>,1
/home?q=search,0
/products?q=search,0
/products?q=../../../../etc/passwd,1
/javascript:alert(1),1
/products,0
"/UNION SELECT user, password FROM users",1
/dashboard?q=| whoami,1
/products?id=1216,0
/contact?q=search,0
/images/logo.png,0
/assets/style.css?q=admin' --,1
/&& netstat -an,1
/images/logo.png?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/admin' --,1
/home?category=books,0
/<script>alert(1)</script>,1
/$$$$$$$$$$$$,1
/admin' --,1
/contact?id=2226,0
/home?id=76,0
/about?q=| whoami,1
/contact?q=<script>alert(1)</script>,1
/api/user?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/contact,0
/about?q=search,0
/' OR '1'='1,1
"/UNION SELECT user, password FROM users",1
/products?q=' OR 1=1 --,1
/login?q=search,0
/about?q=; DROP TABLE students,1
/dashboard?q=search,0
/login?category=books,0
/api/user?q=<img src=x onerror=alert('hacked')>,1
/home?page=1,0
/contact?session=xyz,0
/home?q=' OR '1'='1,1
"/UNION SELECT user, password FROM users",1
/about?q=search,0
/admin' --,1
/dashboard?session=xyz,0
/contact?q=search,0
"/assets/style.css?q=UNION SELECT user, password FROM users",1
/login?q=; DROP TABLE students,1
/images/logo.png,0
/login?category=books,0
/products?q=%00%00%00,1
/dashboard?category=books,0
/products?id=1912,0
/login?session=xyz,0
/; DROP TABLE students,1
/; DROP TABLE students,1
/dashboard?id=4821,0
/products?session=xyz,0
/login?q=search,0
/| whoami,1
/<img src=x onerror=alert('hacked')>,1
/images/logo.png?q=' OR '1'='1,1
/dashboard?q=..\..\windows\system32\cmd.exe,1
/login?q=../../../../etc/passwd,1
/images/logo.png,0
/contact,0
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/login?category=books,0
/contact?category=books,0
"/dashboard?q=UNION SELECT user, password FROM users",1
/assets/style.css?page=1,0
/assets/style.css,0
/about?category=books,0
/about?id=4738,0
/<script>alert(1)</script>,1
/assets/style.css?session=xyz,0
/products?category=books,0
/login?id=7732,0
/contact?q=search,0
/contact?category=books,0
/products?q=search,0
/login?q=| whoami,1
/javascript:alert(1),1
/products,0
/images/logo.png?q=' OR '1'='1,1
/api/user?q=../../../../etc/passwd,1
/login?id=1359,0
/dashboard?category=books,0
/dashboard?q=; DROP TABLE students,1
/../../../../etc/passwd,1
/%00%00%00,1
/products?q=search,0
/| whoami,1
/../../../../etc/passwd,1
/login,0
/about?category=books,0
/products?id=1381,0
/products?page=1,0
/api/user?category=books,0
"/dashboard?q=UNION SELECT user, password FROM users",1
/about?category=books,0
"/UNION SELECT user, password FROM users",1
/api/user?category=books,0
/login?q=search,0
/about?session=xyz,0
/home,0
/contact?q=search,0
/' OR '1'='1,1
/assets/style.css,0
/api/user?q=search,0
/api/user?q=search,0
/products?q=search,0
/; DROP TABLE students,1
/products?q=' OR 1=1 --,1
/contact?q=search,0
/%00%00%00,1
/home?q=' OR 1=1 --,1
/home?category=books,0
/%00%00%00,1
"/UNION SELECT user, password FROM users",1
/&& netstat -an,1
/images/logo.png?q=search,0
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/dashboard?page=1,0
/images/logo.png?q=../../../../etc/passwd,1
/login,0
/<script>alert(1)</script>,1
/$$$$$$$$$$$$,1
/assets/style.css?q=<img src=x onerror=alert('hacked')>,1
/api/user?q=; cat /etc/passwd,1
/home?q=admin' --,1
/about?q=search,0
/about?category=books,0
/<script>alert(1)</script>,1
/login?q=<img src=x onerror=alert('hacked')>,1
/products?q=| whoami,1
/assets/style.css?q=; cat /etc/passwd,1
/images/logo.png?page=1,0
/images/logo.png?category=books,0
/login,0
/assets/style.css?q=..\..\windows\system32\cmd.exe,1
/images/logo.png?page=1,0
/contact?q=<script>alert(1)</script>,1
/about?q=../../../../etc/passwd,1
/dashboard?id=1367,0
/contact?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/products?id=1833,0
"/UNION SELECT user, password FROM users",1
/api/user?q=%00%00%00,1
/assets/style.css?category=books,0
/images/logo.png?q=| whoami,1
/images/logo.png?q=; DROP TABLE students,1
/api/user,0
/images/logo.png?session=xyz,0
/; cat /etc/passwd,1
/dashboard?session=xyz,0
/' OR '1'='1,1
/javascript:alert(1),1
/home?id=3584,0
/dashboard?q=' OR '1'='1,1
/home?category=books,0
"/UNION SELECT user, password FROM users",1
/&& netstat -an,1
/home?q=search,0
/; DROP TABLE students,1
/assets/style.css?session=xyz,0
/dashboard?q=<script>alert(1)</script>,1
/contact?q=; cat /etc/passwd,1
/../../../../etc/passwd,1
/; DROP TABLE students,1
/assets/style.css?id=6045,0
/; cat /etc/passwd,1
/&& netstat -an,1
/assets/style.css?q=$$$$$$$$$$$$,1
/; DROP TABLE students,1
/<script>alert(1)</script>,1
/api/user?q=search,0
/api/user?q=..\..\windows\system32\cmd.exe,1
/contact?category=books,0
/products?page=1,0
/home?id=1301,0
/home?q=search,0
/images/logo.png?page=1,0
/..\..\windows\system32\cmd.exe,1
/products?q=$$$$$$$$$$$$,1
/about?id=8498,0
/images/logo.png?q=search,0
/api/user?q=search,0
/login?q=search,0
/home,0
/' OR '1'='1,1
/contact?id=3667,0
/products?q=' OR 1=1 --,1
/assets/style.css?category=books,0
/images/logo.png?q=' OR 1=1 --,1
/contact?q=; cat /etc/passwd,1
/about?page=1,0
/../../../../etc/passwd,1
/..\..\windows\system32\cmd.exe,1
/assets/style.css?q=<script>alert(1)</script>,1
/images/logo.png?q=search,0
/products?id=8563,0
/about?q=<script>alert(1)</script>,1
/images/logo.png?q=' OR 1=1 --,1
/contact?q=javascript:alert(1),1
/login?q=<script>alert(1)</script>,1
/products?id=1459,0
/home?session=xyz,0
/login?session=xyz,0
"/UNION SELECT user, password FROM users",1
/api/user?q=' OR '1'='1,1
/dashboard?q=<img src=x onerror=alert('hacked')>,1
/assets/style.css?q=; cat /etc/passwd,1
/products?category=books,0
/images/logo.png?category=books,0
/' OR 1=1 --,1
/api/user,0
/contact?q=' OR 1=1 --,1
/; cat /etc/passwd,1
/products?q=javascript:alert(1),1
/contact?q=admin' --,1
/dashboard?page=1,0
"/UNION SELECT user, password FROM users",1
/about,0
/api/user?q=javascript:alert(1),1
/assets/style.css,0
/images/logo.png?session=xyz,0
/api/user?q=search,0
/&& netstat -an,1
"/UNION SELECT user, password FROM users",1
/<script>alert(1)</script>,1
/images/logo.png?q=%00%00%00,1
/home?q=| whoami,1
/javascript:alert(1),1
/about?session=xyz,0
/about?page=1,0
/dashboard?session=xyz,0
/home,0
/products?page=1,0
/assets/style.css?q=..\..\windows\system32\cmd.exe,1
"/UNION SELECT user, password FROM users",1
/images/logo.png?page=1,0
/&& netstat -an,1
/products?q=search,0
/products?session=xyz,0
/about?category=books,0
/dashboard?q=search,0
/api/user?session=xyz,0
/api/user,0
/about,0
/api/user?q=search,0
/products?id=9162,0
/assets/style.css?q=admin' --,1
/products?session=xyz,0
/contact?q=' OR 1=1 --,1
/home?q=' OR '1'='1,1
/images/logo.png?q=%00%00%00,1
/contact?id=8880,0
/| whoami,1
/$$$$$$$$$$$$,1
/| whoami,1
/contact?session=xyz,0
/contact?q=; DROP TABLE students,1
/products?q=' OR 1=1 --,1
/api/user?category=books,0
"/UNION SELECT user, password FROM users",1
/login,0
"/assets/style.css?q=UNION SELECT user, password FROM users",1
/api/user?id=5627,0
/about?id=1479,0
/assets/style.css?q=<img src=x onerror=alert('hacked')>,1
/dashboard?q=<script>alert(1)</script>,1
/login?q=%00%00%00,1
/login?q=javascript:alert(1),1
/contact?q=' OR 1=1 --,1
/images/logo.png?category=books,0
/about?q=../../../../etc/passwd,1
/dashboard?q=javascript:alert(1),1
/assets/style.css?q=javascript:alert(1),1
/login?q=../../../../etc/passwd,1
/contact?q=<script>alert(1)</script>,1
/home?session=xyz,0
/about?page=1,0
/contact?id=7585,0
/images/logo.png?session=xyz,0
/<img src=x onerror=alert('hacked')>,1
/$$$$$$$$$$$$,1
/about?page=1,0
/products?page=1,0
/about?category=books,0
/dashboard?id=2968,0
/' OR 1=1 --,1
/login?id=5835,0
/contact?id=5555,0
/assets/style.css?q=search,0
/..\..\windows\system32\cmd.exe,1
/contact?page=1,0
/login?q=&& netstat -an,1
/assets/style.css?page=1,0
"/UNION SELECT user, password FROM users",1
/; DROP TABLE students,1
/assets/style.css,0
/; DROP TABLE students,1
/%00%00%00,1
/| whoami,1
"/UNION SELECT user, password FROM users",1
/login?q=%00%00%00,1
/about?category=books,0
/dashboard,0
/admin' --,1
/assets/style.css,0
/assets/style.css?id=4112,0
/javascript:alert(1),1
/javascript:alert(1),1
"/UNION SELECT user, password FROM users",1
/images/logo.png?category=books,0
/home?category=books,0
/images/logo.png?q=' OR 1=1 --,1
/home?page=1,0
/api/user?session=xyz,0
/images/logo.png?session=xyz,0
/login?category=books,0
/assets/style.css?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/dashboard?session=xyz,0
/dashboard?q=' OR '1'='1,1
/javascript:alert(1),1
/contact?q=search,0
/; cat /etc/passwd,1
/products?q=..\..\windows\system32\cmd.exe,1
/javascript:alert(1),1
/images/logo.png?q=admin' --,1
/products?session=xyz,0
"/login?q=UNION SELECT user, password FROM users",1
/images/logo.png?q=' OR 1=1 --,1
/assets/style.css?category=books,0
/about?id=5000,0
/about?id=2250,0
/%00%00%00,1
/contact?category=books,0
/home?q=search,0
/api/user?id=4719,0
/assets/style.css,0
/home?page=1,0
/&& netstat -an,1
/products?id=7469,0
/dashboard?q=%00%00%00,1
"/UNION SELECT user, password FROM users",1
/api/user?q=%00%00%00,1
/' OR '1'='1,1
/about?session=xyz,0
/products,0
/contact,0
/' OR 1=1 --,1
/javascript:alert(1),1
/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/; DROP TABLE students,1
/login?id=614,0
"/dashboard?q=UNION SELECT user, password FROM users",1
/dashboard?session=xyz,0
/assets/style.css?q=javascript:alert(1),1
/api/user?page=1,0
"/UNION SELECT user, password FROM users",1
/dashboard?session=xyz,0
/products?id=3550,0
/contact?id=3041,0
/dashboard?q=..\..\windows\system32\cmd.exe,1
/about?session=xyz,0
/images/logo.png?session=xyz,0
/%00%00%00,1
/' OR 1=1 --,1
/images/logo.png?category=books,0
/| whoami,1
/home?id=9885,0
/login?q=search,0
/products?page=1,0
/login?category=books,0
/home?q=%00%00%00,1
/api/user?id=7406,0
/images/logo.png?session=xyz,0
/login?id=2598,0
/dashboard?q=..\..\windows\system32\cmd.exe,1
/home?page=1,0
/api/user?q=search,0
/login?q=&& netstat -an,1
"/UNION SELECT user, password FROM users",1
/products?q=<script>alert(1)</script>,1
/assets/style.css?q=search,0
/assets/style.css?q=../../../../etc/passwd,1
/assets/style.css?q=admin' --,1
/products,0
/api/user?q=$$$$$$$$$$$$,1
/&& netstat -an,1
/contact?page=1,0
/dashboard?q=../../../../etc/passwd,1
/home?category=books,0
/; DROP TABLE students,1
/home?page=1,0
/assets/style.css?q=../../../../etc/passwd,1
/contact?q=search,0
"/products?q=UNION SELECT user, password FROM users",1
/assets/style.css?q=search,0
/images/logo.png?session=xyz,0
/about?id=6395,0
/products?category=books,0
/dashboard?q=; cat /etc/passwd,1
/home?id=2316,0
/; DROP TABLE students,1
/api/user?page=1,0
/; DROP TABLE students,1
/; DROP TABLE students,1
/about?id=9199,0
/login?q=..\..\windows\system32\cmd.exe,1
/../../../../etc/passwd,1
/| whoami,1
/' OR 1=1 --,1
/login?q=$$$$$$$$$$$$,1
"/assets/style.css?q=UNION SELECT user, password FROM users",1
/api/user?session=xyz,0
/home?q=search,0
/assets/style.css,0
/..\..\windows\system32\cmd.exe,1
/assets/style.css?id=6430,0
/home?page=1,0
/login?id=8397,0
/assets/style.css?q=search,0
/products?q=search,0
/products?page=1,0
/images/logo.png?id=3118,0
/javascript:alert(1),1
/api/user?id=1544,0
/api/user?session=xyz,0
/home?q=..\..\windows\system32\cmd.exe,1
/products?q=javascript:alert(1),1
/images/logo.png?q=..\..\windows\system32\cmd.exe,1
/&& netstat -an,1
/' OR 1=1 --,1
/products,0
/dashboard?q=javascript:alert(1),1
/contact?q=<img src=x onerror=alert('hacked')>,1
/images/logo.png?q=search,0
/' OR '1'='1,1
/<script>alert(1)</script>,1
/products?page=1,0
/login?q=javascript:alert(1),1
/api/user?page=1,0
/products?id=7670,0
/images/logo.png?category=books,0
/products?page=1,0
/assets/style.css,0
/dashboard?q=<img src=x onerror=alert('hacked')>,1
/dashboard?id=8057,0
/contact?page=1,0
/products?page=1,0
/contact?q=<img src=x onerror=alert('hacked')>,1
/admin' --,1
/admin' --,1
/login?session=xyz,0
/' OR '1'='1,1
/dashboard?session=xyz,0
/images/logo.png?session=xyz,0
/images/logo.png?q=$$$$$$$$$$$$,1
/..\..\windows\system32\cmd.exe,1
/<script>alert(1)</script>,1
/about?category=books,0
/home?id=4818,0
/products?q=javascript:alert(1),1
/products?category=books,0
/products?id=3958,0
/about?session=xyz,0
/' OR '1'='1,1
/login,0
/assets/style.css?category=books,0
/dashboard,0
/$$$$$$$$$$$$,1
/../../../../etc/passwd,1
/products?session=xyz,0
/images/logo.png?category=books,0
/login?session=xyz,0
/images/logo.png?session=xyz,0
/login?q=search,0
/contact?q=; cat /etc/passwd,1
/; cat /etc/passwd,1
/api/user?page=1,0
/about?id=1082,0
/api/user?q=search,0
/' OR '1'='1,1
/; cat /etc/passwd,1
/dashboard?category=books,0
/assets/style.css?q=' OR 1=1 --,1
/$$$$$$$$$$$$,1
/api/user?category=books,0
/login?q=search,0
/about?page=1,0
"/UNION SELECT user, password FROM users",1
/api/user?id=1965,0
/dashboard?session=xyz,0
/api/user?q=$$$$$$$$$$$$,1
/contact?page=1,0
/about?id=9987,0
/about?session=xyz,0
/products?q=search,0
/login?session=xyz,0
/api/user?category=books,0
"/about?q=UNION SELECT user, password FROM users",1
/dashboard?q=<script>alert(1)</script>,1
/contact?page=1,0
/' OR 1=1 --,1
/home?q=search,0
/&& netstat -an,1
/api/user?category=books,0
/dashboard?page=1,0
/products?category=books,0
/contact?id=6308,0
/dashboard?q=&& netstat -an,1
/home,0
/login,0
/contact?q=search,0
/&& netstat -an,1
/about?page=1,0
/<img src=x onerror=alert('hacked')>,1
/about,0
/home?q=; cat /etc/passwd,1
/| whoami,1
/images/logo.png?q=; DROP TABLE students,1
/products,0
/dashboard?page=1,0
/products,0
/dashboard?q=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1
/api/user?q=../../../../etc/passwd,1
/about?session=xyz,0
/admin' --,1
/products?q=$$$$$$$$$$$$,1
/home?q=<script>alert(1)</script>,1
/home?q=..\..\windows\system32\cmd.exe,1
/products?session=xyz,0
/home?session=xyz,0
/contact?category=books,0
/; DROP TABLE students,1
"/UNION SELECT user, password FROM users",1
